"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"revaluation","310","1874339","0.0-5.0-2.1-0.59","spark_pilot_2","7515","7","23","Male","","","false","","","","","[855.0000000002328,671]","./assets/img/ocean/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","18","","",""
"html-keyboard-response","311","1874841","0.0-5.0-2.1-1.59","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","312","1880844","0.0-5.0-2.1-0.60","spark_pilot_2","7515","7","23","Male","","","false","","","","","[565,677]","./assets/img/ocean/memory/4.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","revaluation","2","20","","",""
"html-keyboard-response","313","1881344","0.0-5.0-2.1-1.60","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","314","1887349","0.0-5.0-2.1-0.61","spark_pilot_2","7515","7","23","Male","","","false","","","","","[844.0000000002328,836]","./assets/img/ocean/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","22","","",""
"html-keyboard-response","315","1887850","0.0-5.0-2.1-1.61","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","316","1893854","0.0-5.0-2.1-0.62","spark_pilot_2","7515","7","23","Male","","","true","","","","","[1107]","./assets/img/ocean/memory/7.jpg","[""ArrowDown""]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown","false","","","revaluation","2","24","","",""
"html-keyboard-response","317","1894355","0.0-5.0-2.1-1.62","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","318","1898359","0.0-5.0-2.1-0.63","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/24.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","26","","",""
"html-keyboard-response","319","1898860","0.0-5.0-2.1-1.63","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","320","1904864","0.0-5.0-2.1-0.64","spark_pilot_2","7515","7","23","Male","","","false","","","","","[752,1454.9999999997672]","./assets/img/ocean/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","28","","",""
"html-keyboard-response","321","1905365","0.0-5.0-2.1-1.64","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"revaluation","322","1911368","0.0-5.0-2.1-0.65","spark_pilot_2","7515","7","23","Male","","","false","","","","","[607,727.0000000002328]","./assets/img/ocean/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","30","","",""
"html-keyboard-response","323","1911870","0.0-5.0-2.1-1.65","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"revaluation","324","1917873","0.0-5.0-2.1-0.66","spark_pilot_2","7515","7","23","Male","","","false","","","","","[645.9999999997672,404.99999999976717]","./assets/img/ocean/memory/41.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","revaluation","2","32","","",""
"html-keyboard-response","325","1918374","0.0-5.0-2.1-1.66","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"revaluation","326","1924377","0.0-5.0-2.1-0.67","spark_pilot_2","7515","7","23","Male","","","false","","","","","[637,621.0000000002328]","./assets/img/ocean/memory/16.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","revaluation","2","34","","",""
"html-keyboard-response","327","1924878","0.0-5.0-2.1-1.67","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"revaluation","328","1930881","0.0-5.0-2.1-0.68","spark_pilot_2","7515","7","23","Male","","","false","","","","","[589,515.9999999997672]","./assets/img/ocean/memory/40.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","revaluation","2","36","","",""
"html-keyboard-response","329","1931383","0.0-5.0-2.1-1.68","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"revaluation","330","1937387","0.0-5.0-2.1-0.69","spark_pilot_2","7515","7","23","Male","","","false","","","","","[764,588]","./assets/img/ocean/memory/39.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","revaluation","2","38","","",""
"html-keyboard-response","331","1937889","0.0-5.0-2.1-1.69","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"revaluation","332","1943893","0.0-5.0-2.1-0.70","spark_pilot_2","7515","7","23","Male","","","false","","","","","[369.99999999976717,426]","./assets/img/ocean/memory/21.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","revaluation","2","40","","",""
"html-keyboard-response","333","1944394","0.0-5.0-2.1-1.70","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"revaluation","334","1950399","0.0-5.0-2.1-0.71","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1384,584]","./assets/img/ocean/memory/36.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","revaluation","2","42","","",""
"html-keyboard-response","335","1950901","0.0-5.0-2.1-1.71","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
"revaluation","336","1956906","0.0-5.0-2.1-0.72","spark_pilot_2","7515","7","23","Male","","","false","","","","","[525.0000000002328,429.00000000023283]","./assets/img/ocean/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","44","","",""
"html-keyboard-response","337","1957408","0.0-5.0-2.1-1.72","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"revaluation","338","1963412","0.0-5.0-2.1-0.73","spark_pilot_2","7515","7","23","Male","","","false","","","","","[498,729.0000000002328]","./assets/img/ocean/memory/31.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","46","","",""
"html-keyboard-response","339","1963914","0.0-5.0-2.1-1.73","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"revaluation","340","1967918","0.0-5.0-2.1-0.74","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/37.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","48","","",""
"html-keyboard-response","341","1968420","0.0-5.0-2.1-1.74","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"revaluation","342","1972424","0.0-5.0-2.1-0.75","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/catch/6.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","true","","","revaluation","2","50","","",""
"html-keyboard-response","343","1972925","0.0-5.0-2.1-1.75","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"revaluation","344","1976929","0.0-5.0-2.1-0.76","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1098.9999999997672]","./assets/img/ocean/catch/7.jpg","[""ArrowUp""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp","true","","","revaluation","2","52","","",""
"html-keyboard-response","345","1977431","0.0-5.0-2.1-1.76","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"revaluation","346","1981436","0.0-5.0-2.1-0.77","spark_pilot_2","7515","7","23","Male","","","false","","","","","[603]","./assets/img/ocean/catch/4.jpg","[""ArrowDown""]","value training","ocean","-10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown","true","","","revaluation","2","54","","",""
"html-keyboard-response","347","1981937","0.0-5.0-2.1-1.77","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"revaluation","348","1985943","0.0-5.0-2.1-0.78","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/34.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","56","","",""
"html-keyboard-response","349","1986444","0.0-5.0-2.1-1.78","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"revaluation","350","1990449","0.0-5.0-2.1-0.79","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/9.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","58","","",""
"html-keyboard-response","351","1990951","0.0-5.0-2.1-1.79","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"revaluation","352","1996956","0.0-5.0-2.1-0.80","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1265,1714.0000000002328]","./assets/img/ocean/memory/6.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","revaluation","2","60","","",""
"html-keyboard-response","353","1997458","0.0-5.0-2.1-1.80","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"revaluation","354","2001463","0.0-5.0-2.1-0.81","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/31.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","62","","",""
"html-keyboard-response","355","2001964","0.0-5.0-2.1-1.81","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"revaluation","356","2005968","0.0-5.0-2.1-0.82","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/35.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","64","","",""
"html-keyboard-response","357","2006470","0.0-5.0-2.1-1.82","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"revaluation","358","2010475","0.0-5.0-2.1-0.83","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/34.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","66","","",""
"html-keyboard-response","359","2010977","0.0-5.0-2.1-1.83","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"revaluation","360","2014983","0.0-5.0-2.1-0.84","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/16.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","68","","",""
"html-keyboard-response","361","2015485","0.0-5.0-2.1-1.84","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"revaluation","362","2019490","0.0-5.0-2.1-0.85","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/38.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","70","","",""
"html-keyboard-response","363","2019992","0.0-5.0-2.1-1.85","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"revaluation","364","2023998","0.0-5.0-2.1-0.86","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/catch/0.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","true","","","revaluation","2","72","","",""
"html-keyboard-response","365","2024500","0.0-5.0-2.1-1.86","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"revaluation","366","2028504","0.0-5.0-2.1-0.87","spark_pilot_2","7515","7","23","Male","","","true","","","","","[]","./assets/img/ocean/memory/36.jpg","[]","value training","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","","false","","","revaluation","2","74","","",""
